Name,Emotion,Timestamp
Unknown,fear,2025-06-27 10:09:39
Unknown,happy,2025-06-27 10:09:40
Unknown,happy,2025-06-27 10:09:40
Unknown,happy,2025-06-27 10:09:41
Unknown,fear,2025-06-27 10:09:41
Unknown,happy,2025-06-27 10:09:42
Unknown,fear,2025-06-27 10:09:42
Unknown,fear,2025-06-27 10:09:42
Unknown,fear,2025-06-27 10:09:43
Unknown,fear,2025-06-27 10:09:43
Unknown,fear,2025-06-27 10:09:44
Unknown,neutral,2025-06-27 10:09:44
Unknown,happy,2025-06-27 10:09:44
Unknown,neutral,2025-06-27 10:09:45
Unknown,neutral,2025-06-27 10:09:45
Unknown,neutral,2025-06-27 10:09:46
Unknown,neutral,2025-06-27 10:09:46
Unknown,neutral,2025-06-27 10:09:47
Unknown,neutral,2025-06-27 10:09:47
Unknown,neutral,2025-06-27 10:09:48
Unknown,neutral,2025-06-27 10:09:48
Unknown,neutral,2025-06-27 10:09:48
Unknown,neutral,2025-06-27 10:09:49
Unknown,neutral,2025-06-27 10:09:49
Unknown,neutral,2025-06-27 10:09:50
Unknown,neutral,2025-06-27 10:09:50
Unknown,neutral,2025-06-27 10:09:51
Unknown,neutral,2025-06-27 10:09:51
Unknown,neutral,2025-06-27 10:09:51
Unknown,neutral,2025-06-27 10:09:52
Unknown,neutral,2025-06-27 10:09:52
Unknown,neutral,2025-06-27 10:09:53
Unknown,neutral,2025-06-27 10:09:53
Unknown,fear,2025-06-27 10:09:54
Unknown,happy,2025-06-27 10:09:54
Unknown,fear,2025-06-27 10:09:54
Unknown,fear,2025-06-27 10:09:55
Unknown,fear,2025-06-27 10:09:55
Unknown,neutral,2025-06-27 10:09:56
Unknown,fear,2025-06-27 10:09:56
Unknown,sad,2025-06-27 10:09:56
Unknown,fear,2025-06-27 10:09:57
Unknown,sad,2025-06-27 10:09:57
Unknown,neutral,2025-06-27 10:09:57
Unknown,neutral,2025-06-27 10:09:58
Unknown,sad,2025-06-27 10:09:58
Unknown,fear,2025-06-27 10:09:58
Unknown,neutral,2025-06-27 10:09:58
Unknown,neutral,2025-06-27 10:09:59
Unknown,neutral,2025-06-27 10:09:59
Unknown,neutral,2025-06-27 10:10:00
Unknown,happy,2025-06-27 10:10:00
Unknown,neutral,2025-06-27 10:10:01
Unknown,neutral,2025-06-27 10:10:01
Unknown,happy,2025-06-27 10:10:02
Unknown,neutral,2025-06-27 10:10:02
Unknown,sad,2025-06-27 10:10:02
Unknown,happy,2025-06-27 10:10:02
Unknown,sad,2025-06-27 10:10:02
Unknown,neutral,2025-06-27 10:10:03
Unknown,sad,2025-06-27 10:10:03
Unknown,happy,2025-06-27 10:10:03
Unknown,sad,2025-06-27 10:10:03
Unknown,neutral,2025-06-27 10:10:04
Unknown,sad,2025-06-27 10:10:04
Unknown,fear,2025-06-27 10:10:04
Unknown,sad,2025-06-27 10:10:04
Unknown,fear,2025-06-27 10:10:05
Unknown,sad,2025-06-27 10:10:05
Unknown,fear,2025-06-27 10:10:05
Unknown,fear,2025-06-27 10:10:05
Unknown,fear,2025-06-27 10:10:06
Unknown,sad,2025-06-27 10:10:06
Unknown,happy,2025-06-27 10:10:06
Unknown,happy,2025-06-27 10:10:06
Unknown,neutral,2025-06-27 10:10:07
Unknown,fear,2025-06-27 10:10:07
Unknown,neutral,2025-06-27 10:10:07
Unknown,fear,2025-06-27 10:10:07
Unknown,neutral,2025-06-27 10:10:08
Unknown,sad,2025-06-27 10:10:08
Unknown,fear,2025-06-27 10:10:08
Unknown,sad,2025-06-27 10:10:08
Unknown,fear,2025-06-27 10:10:09
Unknown,sad,2025-06-27 10:10:09
Unknown,fear,2025-06-27 10:10:09
Unknown,sad,2025-06-27 10:10:09
Unknown,fear,2025-06-27 10:10:10
Unknown,sad,2025-06-27 10:10:10
Unknown,happy,2025-06-27 10:10:10
Unknown,happy,2025-06-27 10:10:10
Unknown,angry,2025-06-27 10:10:10
Unknown,happy,2025-06-27 10:10:11
Unknown,fear,2025-06-27 10:10:11
Unknown,fear,2025-06-27 10:10:12
Unknown,fear,2025-06-27 10:10:12
Unknown,fear,2025-06-27 10:10:13
Unknown,neutral,2025-06-27 10:10:13
Unknown,happy,2025-06-27 10:10:13
Unknown,fear,2025-06-27 10:10:14
Unknown,happy,2025-06-27 10:10:14
Unknown,fear,2025-06-27 10:10:15
Unknown,neutral,2025-06-27 10:10:15
Unknown,happy,2025-06-27 10:10:16
Unknown,neutral,2025-06-27 10:10:16
Unknown,neutral,2025-06-27 10:10:17
Unknown,neutral,2025-06-27 10:10:17
Unknown,neutral,2025-06-27 10:10:18
Unknown,neutral,2025-06-27 10:10:18
Unknown,neutral,2025-06-27 10:10:18
Unknown,neutral,2025-06-27 10:10:19
Unknown,fear,2025-06-27 10:10:19
Unknown,neutral,2025-06-27 10:10:20
Unknown,neutral,2025-06-27 10:10:20
Unknown,neutral,2025-06-27 10:10:21
Unknown,neutral,2025-06-27 10:10:21
Unknown,fear,2025-06-27 10:10:21
Unknown,neutral,2025-06-27 10:10:22
Unknown,fear,2025-06-27 10:10:22
Unknown,fear,2025-06-27 10:10:23
Unknown,fear,2025-06-27 10:10:23
Unknown,happy,2025-06-27 10:10:24
Unknown,happy,2025-06-27 10:10:24
Unknown,neutral,2025-06-27 10:10:25
Unknown,neutral,2025-06-27 10:10:25
Unknown,fear,2025-06-27 10:10:25
Unknown,fear,2025-06-27 10:10:26
Unknown,neutral,2025-06-27 10:10:26
Unknown,fear,2025-06-27 10:10:27
Unknown,happy,2025-06-27 10:10:27
Unknown,neutral,2025-06-27 10:10:28
Unknown,neutral,2025-06-27 10:10:28
Unknown,neutral,2025-06-27 10:10:28
Unknown,happy,2025-06-27 10:10:29
Unknown,neutral,2025-06-27 10:10:29
Unknown,happy,2025-06-27 10:10:30
Unknown,neutral,2025-06-27 10:10:30
Unknown,neutral,2025-06-27 10:10:31
Unknown,neutral,2025-06-27 10:10:31
Unknown,fear,2025-06-27 10:10:32
Unknown,fear,2025-06-27 10:10:32
Unknown,happy,2025-06-27 10:10:32
Unknown,neutral,2025-06-27 10:10:33
Unknown,sad,2025-06-27 10:10:33
Unknown,neutral,2025-06-27 10:10:33
Unknown,happy,2025-06-27 10:10:33
Unknown,sad,2025-06-27 10:10:34
Unknown,sad,2025-06-27 10:10:34
Unknown,neutral,2025-06-27 10:10:35
Unknown,neutral,2025-06-27 10:10:35
Unknown,neutral,2025-06-27 10:10:35
Unknown,neutral,2025-06-27 10:10:36
Unknown,neutral,2025-06-27 10:10:36
Unknown,happy,2025-06-27 10:10:37
Unknown,neutral,2025-06-27 10:10:37
Unknown,neutral,2025-06-27 10:10:38
Unknown,neutral,2025-06-27 10:10:38
Unknown,neutral,2025-06-27 10:10:38
Unknown,happy,2025-06-27 10:10:39
Unknown,neutral,2025-06-27 10:10:39
Unknown,neutral,2025-06-27 10:10:40
Unknown,neutral,2025-06-27 10:10:40
Unknown,neutral,2025-06-27 10:10:41
Unknown,neutral,2025-06-27 10:10:41
Unknown,neutral,2025-06-27 10:10:42
Unknown,neutral,2025-06-27 10:10:42
Unknown,neutral,2025-06-27 10:10:43
Unknown,neutral,2025-06-27 10:10:43
Unknown,neutral,2025-06-27 10:10:44
Unknown,neutral,2025-06-27 10:10:44
Unknown,neutral,2025-06-27 10:10:45
Unknown,neutral,2025-06-27 10:10:45
Unknown,neutral,2025-06-27 10:10:46
Unknown,neutral,2025-06-27 10:10:46
Unknown,neutral,2025-06-27 10:10:47
Unknown,neutral,2025-06-27 10:10:47
Unknown,neutral,2025-06-27 10:10:47
Unknown,neutral,2025-06-27 10:10:48
Unknown,neutral,2025-06-27 10:10:48
Unknown,neutral,2025-06-27 10:10:49
Unknown,neutral,2025-06-27 10:10:49
Unknown,neutral,2025-06-27 10:10:50
Unknown,neutral,2025-06-27 10:10:50
Unknown,neutral,2025-06-27 10:10:51
Unknown,fear,2025-06-27 10:42:19
Unknown,neutral,2025-06-27 10:42:20
Unknown,neutral,2025-06-27 10:42:20
Unknown,fear,2025-06-27 10:42:20
Unknown,neutral,2025-06-27 10:42:20
Unknown,fear,2025-06-27 10:42:20
Unknown,fear,2025-06-27 10:42:20
Unknown,neutral,2025-06-27 10:42:20
Unknown,fear,2025-06-27 10:42:21
Unknown,neutral,2025-06-27 10:42:22
Unknown,fear,2025-06-27 10:42:22
Unknown,neutral,2025-06-27 10:42:23
Unknown,sad,2025-06-27 10:42:23
Unknown,fear,2025-06-27 10:42:23
Unknown,neutral,2025-06-27 10:42:24
Unknown,happy,2025-06-27 10:42:25
Unknown,sad,2025-06-27 10:42:25
Unknown,sad,2025-06-27 10:42:25
Unknown,happy,2025-06-27 10:42:26
Unknown,neutral,2025-06-27 10:42:27
Unknown,neutral,2025-06-27 10:42:27
Unknown,neutral,2025-06-27 10:42:27
Unknown,neutral,2025-06-27 10:42:27
Unknown,neutral,2025-06-27 10:42:28
Unknown,neutral,2025-06-27 10:42:28
Unknown,neutral,2025-06-27 10:42:28
Unknown,neutral,2025-06-27 10:42:28
Unknown,neutral,2025-06-27 10:42:29
Unknown,neutral,2025-06-27 10:42:29
Unknown,neutral,2025-06-27 10:42:29
Unknown,neutral,2025-06-27 10:42:29
Unknown,happy,2025-06-27 10:42:30
Unknown,neutral,2025-06-27 10:42:30
Unknown,happy,2025-06-27 10:42:30
Unknown,neutral,2025-06-27 10:42:31
Unknown,happy,2025-06-27 10:42:31
Unknown,neutral,2025-06-27 10:42:31
Unknown,happy,2025-06-27 10:42:32
Unknown,neutral,2025-06-27 10:42:32
Unknown,neutral,2025-06-27 10:42:32
Unknown,neutral,2025-06-27 10:42:32
Unknown,fear,2025-06-27 10:42:33
Unknown,neutral,2025-06-27 10:42:33
Unknown,fear,2025-06-27 10:42:33
Unknown,neutral,2025-06-27 10:42:33
Unknown,fear,2025-06-27 10:42:34
Unknown,neutral,2025-06-27 10:42:34
Unknown,happy,2025-06-27 10:42:34
Unknown,neutral,2025-06-27 10:42:34
Unknown,fear,2025-06-27 10:42:35
Unknown,neutral,2025-06-27 10:42:35
Unknown,fear,2025-06-27 10:42:36
Unknown,angry,2025-06-27 10:42:36
Unknown,neutral,2025-06-27 10:42:36
Unknown,fear,2025-06-27 10:42:37
Unknown,neutral,2025-06-27 10:42:37
Unknown,fear,2025-06-27 10:42:38
Unknown,neutral,2025-06-27 10:42:38
Unknown,neutral,2025-06-27 10:42:38
Unknown,neutral,2025-06-27 10:42:39
Unknown,neutral,2025-06-27 10:42:39
Unknown,neutral,2025-06-27 10:42:39
Unknown,neutral,2025-06-27 10:42:40
Unknown,neutral,2025-06-27 10:42:40
Unknown,angry,2025-06-27 10:42:40
Unknown,neutral,2025-06-27 10:42:40
Unknown,sad,2025-06-27 10:42:41
Unknown,neutral,2025-06-27 10:42:41
Unknown,neutral,2025-06-27 10:42:42
Unknown,neutral,2025-06-27 10:42:42
Unknown,neutral,2025-06-27 10:42:43
Unknown,neutral,2025-06-27 10:42:43
Unknown,neutral,2025-06-27 10:42:44
Unknown,sad,2025-06-27 10:42:44
Unknown,neutral,2025-06-27 10:42:45
Unknown,neutral,2025-06-27 10:42:45
Unknown,neutral,2025-06-27 10:42:46
Unknown,neutral,2025-06-27 10:42:46
Unknown,neutral,2025-06-27 10:42:47
Unknown,sad,2025-06-27 10:42:47
Unknown,neutral,2025-06-27 10:42:48
Unknown,neutral,2025-06-27 10:42:48
Unknown,happy,2025-06-27 10:42:49
Unknown,neutral,2025-06-27 10:42:49
Unknown,neutral,2025-06-27 10:42:49
Unknown,neutral,2025-06-27 10:42:50
Unknown,neutral,2025-06-27 10:42:50
Unknown,neutral,2025-06-27 10:42:51
Unknown,neutral,2025-06-27 10:42:52
Unknown,neutral,2025-06-27 10:42:53
Unknown,sad,2025-06-27 10:42:53
Unknown,neutral,2025-06-27 10:42:53
Unknown,neutral,2025-06-27 10:42:54
Unknown,sad,2025-06-27 10:42:54
Unknown,neutral,2025-06-27 10:42:54
Unknown,sad,2025-06-27 10:42:54
Unknown,neutral,2025-06-27 10:42:55
Unknown,neutral,2025-06-27 10:42:55
Unknown,neutral,2025-06-27 10:42:56
Unknown,neutral,2025-06-27 10:42:56
Unknown,neutral,2025-06-27 10:42:56
Unknown,neutral,2025-06-27 10:42:56
Unknown,neutral,2025-06-27 10:42:57
Unknown,neutral,2025-06-27 10:42:57
Unknown,neutral,2025-06-27 10:42:58
Unknown,neutral,2025-06-27 10:42:58
Unknown,happy,2025-06-27 10:42:59
Unknown,sad,2025-06-27 10:42:59
Unknown,happy,2025-06-27 10:42:59
Unknown,neutral,2025-06-27 10:42:59
Unknown,happy,2025-06-27 10:43:00
Unknown,neutral,2025-06-27 10:43:00
Unknown,happy,2025-06-27 10:43:01
Unknown,happy,2025-06-27 10:43:01
Unknown,happy,2025-06-27 10:43:02
Unknown,neutral,2025-06-27 10:43:02
Unknown,happy,2025-06-27 10:43:02
Unknown,happy,2025-06-27 10:43:03
Unknown,neutral,2025-06-27 10:43:03
Unknown,sad,2025-06-27 10:43:03
Unknown,happy,2025-06-27 10:43:04
Unknown,neutral,2025-06-27 10:43:04
Unknown,neutral,2025-06-27 10:43:04
Unknown,happy,2025-06-27 10:43:05
Unknown,neutral,2025-06-27 10:43:06
Unknown,sad,2025-06-27 10:43:06
Unknown,happy,2025-06-27 10:43:06
Unknown,sad,2025-06-27 10:43:06
Unknown,neutral,2025-06-27 10:43:07
Unknown,neutral,2025-06-27 10:43:07
Unknown,neutral,2025-06-27 10:43:07
Unknown,neutral,2025-06-27 10:43:07
Unknown,neutral,2025-06-27 10:43:08
Unknown,neutral,2025-06-27 10:43:08
Unknown,neutral,2025-06-27 10:43:09
Unknown,neutral,2025-06-27 10:43:09
Unknown,neutral,2025-06-27 10:43:09
Unknown,neutral,2025-06-27 10:43:10
Unknown,neutral,2025-06-27 10:43:10
Unknown,happy,2025-06-27 10:43:10
Unknown,neutral,2025-06-27 10:43:10
Unknown,happy,2025-06-27 10:43:11
Unknown,sad,2025-06-27 10:43:11
Unknown,neutral,2025-06-27 10:43:11
Unknown,neutral,2025-06-27 10:43:12
Unknown,happy,2025-06-27 10:43:12
Unknown,happy,2025-06-27 10:43:12
Unknown,sad,2025-06-27 10:43:12
Unknown,happy,2025-06-27 10:43:13
Unknown,neutral,2025-06-27 10:43:13
Unknown,neutral,2025-06-27 10:43:13
Unknown,sad,2025-06-27 10:43:13
Unknown,neutral,2025-06-27 10:43:14
Unknown,neutral,2025-06-27 10:43:14
Unknown,neutral,2025-06-27 10:43:15
Unknown,sad,2025-06-27 10:43:15
Unknown,neutral,2025-06-27 10:43:15
Unknown,neutral,2025-06-27 10:43:15
Unknown,neutral,2025-06-27 10:43:15
Unknown,neutral,2025-06-27 10:43:16
Unknown,sad,2025-06-27 10:43:16
Unknown,neutral,2025-06-27 10:43:16
Unknown,neutral,2025-06-27 10:43:17
Unknown,neutral,2025-06-27 10:43:17
Unknown,sad,2025-06-27 10:43:17
Unknown,neutral,2025-06-27 10:43:18
Unknown,neutral,2025-06-27 10:43:18
Unknown,happy,2025-06-27 10:43:19
Unknown,sad,2025-06-27 10:43:19
Unknown,happy,2025-06-27 10:43:20
Unknown,sad,2025-06-27 10:43:20
Unknown,happy,2025-06-27 10:43:20
Unknown,neutral,2025-06-27 10:43:20
Unknown,happy,2025-06-27 10:43:21
Unknown,neutral,2025-06-27 10:43:21
Unknown,happy,2025-06-27 10:43:22
Unknown,neutral,2025-06-27 10:43:22
Unknown,happy,2025-06-27 10:43:23
Unknown,sad,2025-06-27 10:43:23
Unknown,happy,2025-06-27 10:43:24
Unknown,sad,2025-06-27 10:43:24
Unknown,happy,2025-06-27 10:43:24
Unknown,sad,2025-06-27 10:43:24
Unknown,happy,2025-06-27 10:43:25
Unknown,sad,2025-06-27 10:43:25
Unknown,neutral,2025-06-27 10:43:26
Unknown,sad,2025-06-27 10:43:26
Unknown,neutral,2025-06-27 10:43:27
Unknown,neutral,2025-06-27 10:43:27
Unknown,neutral,2025-06-27 10:43:27
Unknown,neutral,2025-06-27 10:43:27
Unknown,neutral,2025-06-27 10:43:28
Unknown,sad,2025-06-27 10:43:28
Unknown,neutral,2025-06-27 10:43:28
Unknown,sad,2025-06-27 10:43:28
Unknown,neutral,2025-06-27 10:43:29
Unknown,sad,2025-06-27 10:43:29
Unknown,neutral,2025-06-27 10:43:30
Unknown,sad,2025-06-27 10:43:30
Unknown,neutral,2025-06-27 10:43:31
Unknown,sad,2025-06-27 10:43:31
Unknown,neutral,2025-06-27 10:43:32
Unknown,neutral,2025-06-27 10:43:33
Unknown,neutral,2025-06-27 10:43:34
Unknown,sad,2025-06-27 10:43:34
Unknown,neutral,2025-06-27 10:43:35
Unknown,sad,2025-06-27 10:43:35
Unknown,neutral,2025-06-27 10:43:35
Unknown,neutral,2025-06-27 10:43:36
Unknown,sad,2025-06-27 10:43:36
Unknown,neutral,2025-06-27 10:43:38
Unknown,neutral,2025-06-27 10:43:38
Unknown,sad,2025-06-27 10:43:38
Unknown,fear,2025-06-27 10:43:39
Unknown,fear,2025-06-27 10:43:39
Unknown,fear,2025-06-27 10:43:40
Unknown,fear,2025-06-27 10:43:41
Unknown,sad,2025-06-27 10:43:41
Unknown,fear,2025-06-27 10:43:42
Unknown,fear,2025-06-27 10:43:42
Unknown,fear,2025-06-27 10:43:43
Unknown,fear,2025-06-27 10:43:44
Unknown,fear,2025-06-27 10:43:44
Unknown,fear,2025-06-27 10:43:45
Unknown,fear,2025-06-27 10:43:45
Unknown,neutral,2025-06-27 10:43:46
Unknown,neutral,2025-06-27 10:43:47
Unknown,sad,2025-06-27 10:43:47
Unknown,neutral,2025-06-27 10:43:48
Unknown,happy,2025-06-27 10:43:48
Unknown,happy,2025-06-27 10:43:49
Unknown,neutral,2025-06-27 10:43:49
Unknown,happy,2025-06-27 10:43:50
Unknown,neutral,2025-06-27 10:43:50
Unknown,neutral,2025-06-27 10:43:51
Unknown,sad,2025-06-27 10:43:51
Unknown,neutral,2025-06-27 10:43:52
Unknown,neutral,2025-06-27 10:43:52
Unknown,neutral,2025-06-27 10:43:53
Unknown,sad,2025-06-27 10:43:53
Unknown,neutral,2025-06-27 10:43:53
Unknown,sad,2025-06-27 10:43:54
Unknown,happy,2025-06-27 10:43:54
Unknown,sad,2025-06-27 10:43:54
Unknown,neutral,2025-06-27 10:43:55
Unknown,sad,2025-06-27 10:43:55
Unknown,neutral,2025-06-27 10:43:57
Unknown,sad,2025-06-27 10:43:57
Unknown,sad,2025-06-27 10:43:57
Unknown,neutral,2025-06-27 10:43:58
Unknown,sad,2025-06-27 10:43:58
Unknown,neutral,2025-06-27 10:44:00
Unknown,sad,2025-06-27 10:44:00
Unknown,neutral,2025-06-27 10:44:01
Unknown,sad,2025-06-27 10:44:01
Unknown,neutral,2025-06-27 10:44:02
Unknown,sad,2025-06-27 10:44:03
Unknown,neutral,2025-06-27 10:44:04
Unknown,neutral,2025-06-27 10:44:06
